city,date,aqi,co,no,no2,o3,so2,pm2_5,pm10,nh3
Talcher,22-01-2023,5,714.3,0,6.17,90.84,12.99,189.59,203.37,5.13
Talcher,23-01-2023,5,787.73,0,5.65,88.69,3.43,213.76,224.61,6.59
Talcher,24-01-2023,5,781.06,0,15.77,32.9,4.29,121.52,138.85,14.69
Talcher,25-01-2023,5,781.06,0,9.51,57.94,2.86,184.18,197.06,9.25
Talcher,26-01-2023,5,854.49,0,7.8,71.53,2.95,245.02,257.81,7.28
Talcher,27-01-2023,5,881.2,0,11.82,40.05,5.84,233.67,252,12.16
Talcher,28-01-2023,5,1001.36,0,7.54,77.96,9.06,271.14,287.66,8.36
Talcher,29-01-2023,5,794.41,0,5.14,85.83,6.62,161.76,171.28,4.75
Talcher,30-01-2023,5,700.95,0,5.1,92.98,9.78,145.91,155.89,8.61
Talcher,31-01-2023,5,807.76,0,10.11,45.06,4.17,137.73,152.09,11.53
Talcher,01-02-2023,5,821.11,0.01,13.37,16.63,4.29,168.09,197.12,12.79
Talcher,02-02-2023,5,934.6,0.01,18.16,14.66,5.9,142.27,163.87,16.47
Talcher,03-02-2023,4,620.84,0,11.14,30.4,4.05,65.39,79.86,17.99
Talcher,04-02-2023,4,680.92,0,14.91,16.99,4.89,74.48,93.35,24.32
Talcher,05-02-2023,4,614.17,0.01,11.65,16.27,4.89,60.52,75.73,17.48
Talcher,06-02-2023,4,727.65,0,17.14,19.31,5.25,65.46,86.21,16.47
Talcher,07-02-2023,4,787.73,0,19.36,20.03,6.44,65.7,87.18,19.51
Talcher,08-02-2023,4,660.9,0,12.68,38.62,4.23,66.46,80.15,11.53
Talcher,09-02-2023,4,467.3,0,6.77,72.96,13.59,65.19,79.02,10.13
Talcher,10-02-2023,4,741,0,17.82,19.31,6.85,69.45,93.15,23.56
Talcher,11-02-2023,5,834.47,0,17.31,25.03,8.7,132.63,156.05,13.3
Talcher,12-02-2023,5,620.84,0.01,10.45,15.56,3.7,81.61,97.82,12.92
Talcher,13-02-2023,4,363.83,0,4.41,80.11,9.66,51.26,71.42,9.25
Talcher,14-02-2023,4,433.92,0,6.34,89.41,15.14,58.09,73.88,9.75
Talcher,15-02-2023,4,567.44,0,10.2,36.12,6.56,51.93,63.8,12.92
Talcher,16-02-2023,4,654.22,0,9.77,38.62,6.08,72.58,97.81,10.89
Talcher,17-02-2023,5,587.46,0,5.74,78.68,6.56,105.74,128.18,5.38
Talcher,18-02-2023,5,397.21,0,5.57,97.27,7.63,87.26,105.11,1.82
Talcher,19-02-2023,4,363.83,0,3.64,85.12,3.04,65.28,77.89,2.82
Talcher,20-02-2023,4,520.71,0,6.08,57.22,2.56,70.72,83.88,5.57
Talcher,21-02-2023,5,847.82,0,15.25,27.54,6.02,150.13,171.28,15.45
Talcher,22-02-2023,5,921.25,0,17.82,36.48,13.71,124.75,143.17,15.2
Talcher,23-02-2023,5,554.08,0,6.77,74.39,4.71,84.9,94.71,8.61
Talcher,25-02-2023,5,700.95,0.01,7.45,21.1,1.1,122.84,141.87,3.39
Talcher,26-02-2023,4,500.68,0,6.25,61.51,2.95,66.46,78.55,4.62
Talcher,27-02-2023,3,350.48,0,3.73,55.07,1.77,36.04,43.59,5.13
Talcher,28-02-2023,4,473.98,0,5.91,65.09,3.93,57.42,67.89,8.04
Talcher,01-03-2023,4,487.33,0,6.51,52.21,2.62,53.29,62.5,10.13
Talcher,02-03-2023,5,580.79,0,8.57,41.13,6.97,82.95,96.91,10.77
Talcher,03-03-2023,5,647.54,0,9.42,45.42,11.92,100.7,118.46,11.78
Talcher,04-03-2023,5,707.63,0,10.62,40.77,15.5,103.93,124.28,15.33
Talcher,05-03-2023,4,574.11,0.06,8.23,8.23,1.51,57.98,78.76,16.97
Talcher,06-03-2023,3,580.79,0,14.74,18.78,14.54,47.27,65.54,14.19
Talcher,07-03-2023,5,607.49,0,6.94,68.66,7.39,102.38,119.05,9.88
Talcher,08-03-2023,5,473.98,0,5.14,70.1,4.59,77.73,90.11,7.98
Talcher,09-03-2023,5,607.49,0,7.2,55.79,5.13,85.48,99.68,11.27
Talcher,10-03-2023,5,540.73,0,5.14,95.84,5.54,112.25,123.77,6.27
Talcher,11-03-2023,5,814.44,0,11.65,22.17,1.76,150.24,162.98,8.87
Talcher,12-03-2023,5,694.27,0,5.91,69.38,1.58,133.77,142.1,8.74
Talcher,13-03-2023,5,647.54,0,6.51,45.42,4.17,131.51,144.96,11.78
Talcher,14-03-2023,5,700.95,0,6.34,74.39,7.21,115.74,124.48,9.12
Talcher,15-03-2023,5,587.46,0,6,87.26,6.79,97.93,103.5,6.52
Talcher,16-03-2023,5,567.44,0,5.06,66.52,2.15,83.11,89.59,7.47
Talcher,17-03-2023,5,767.71,0,22.62,30.04,10.49,101.86,112,15.07
Talcher,18-03-2023,3,741,0.02,13.02,8.76,1.68,41.32,50.25,8.87
Talcher,19-03-2023,2,600.81,0,5.27,36.12,4.89,12.61,15.43,4.56
Talcher,20-03-2023,2,527.38,0,4.67,48.64,4.29,17.68,20.48,2.72
Talcher,21-03-2023,2,634.19,0,5.65,42.56,1.4,21.88,27.22,2.31
Talcher,22-03-2023,3,854.49,0.02,10.28,10.28,1.36,38.01,51.68,7.47
Talcher,23-03-2023,3,507.35,0,4.33,34.69,1.58,26.71,31.53,6.71
Talcher,24-03-2023,4,694.27,0,7.97,45.42,4.53,67.87,76.8,7.92
Talcher,25-03-2023,5,694.27,0,4.67,77.96,3.46,88.77,96.52,3.01
Talcher,26-03-2023,3,487.33,0,4.2,50.78,1.36,34.17,39.32,3.1
Talcher,27-03-2023,4,640.87,0,10.28,45.42,3.61,73.13,80.72,5.13
Talcher,28-03-2023,4,554.08,0,4.63,55.07,1.76,51.5,58.34,3.67
Talcher,29-03-2023,3,453.95,0,3.51,85.83,3.4,46.11,51.94,1.84
Talcher,30-03-2023,2,383.85,0,5.65,29.33,3.34,12.53,17.72,1.71
Talcher,31-03-2023,2,393.87,0,4.58,42.92,4.29,16.54,22.51,1.58
Talcher,01-04-2023,3,560.76,0,9.25,27.89,4.77,46.6,51.91,3.13
Talcher,02-04-2023,2,494,0,4.54,31.83,1.97,24.22,28.51,1.8
Talcher,03-04-2023,3,640.87,0,9.94,16.81,1.97,43.44,54.05,10.39
Talcher,04-04-2023,4,654.22,0,9.08,32.19,2.65,62.35,77.49,7.03
Talcher,05-04-2023,3,587.46,0,4.37,79.39,3.93,46.75,53.91,7.28
Talcher,06-04-2023,5,787.73,0,14.91,20.21,6.79,76.72,108.75,12.92
Talcher,07-04-2023,5,647.54,0,6.25,50.78,1.91,86.98,100.14,4.37
Talcher,08-04-2023,5,634.19,0,6.68,56.51,3.52,94.22,115.28,9.5
Talcher,09-04-2023,5,734.33,0,9,36.48,3.78,130.54,155.92,14.44
Talcher,10-04-2023,5,514.03,0,4.67,41.48,3.46,76.43,87.48,9.5
Talcher,11-04-2023,3,447.27,0,3.34,72.96,6.97,25.14,28.21,6.4
Talcher,12-04-2023,4,767.71,0,15.25,27.18,10.13,69.03,95,33.44
Talcher,13-04-2023,4,707.63,0,12,35.05,9.18,61.12,85.3,17.48
Talcher,14-04-2023,5,674.25,0,6.6,66.52,8.94,90.47,108.61,11.27
Talcher,15-04-2023,5,741,0,9.08,37.91,5.36,119.16,138.69,12.03
Talcher,16-04-2023,5,741,0,12,24.68,7.15,97.68,115.24,12.67
Talcher,17-04-2023,5,734.33,0,8.74,37.19,10.61,142.79,157.46,9.88
Talcher,18-04-2023,4,680.92,0,9,32.19,5.42,73.03,87.64,11.27
Talcher,19-04-2023,5,700.95,0,7.2,55.79,6.91,95.1,110.37,10.13
Talcher,20-04-2023,4,714.3,0,10.97,17.17,6.38,73.08,91.9,12.92
Talcher,21-04-2023,3,433.92,0,2.74,64.37,3.34,36.75,42.88,7.47
Talcher,22-04-2023,4,587.46,0,7.54,23.25,2.18,50.01,56.9,11.15
Talcher,23-04-2023,3,460.62,0,5.4,65.09,10.37,39.09,41.99,5.57
Talcher,24-04-2023,4,587.46,0,3.73,111.58,15.02,71.09,77.24,0.19
Talcher,25-04-2023,4,687.6,0,11.14,19.31,5.78,61.69,70.91,4.02
Talcher,26-04-2023,3,894.55,0.06,16.28,4.74,1.52,35.61,52.25,5.07
Talcher,27-04-2023,3,747.68,0,10.28,17.88,2.38,45.99,55.66,3.77
Talcher,28-04-2023,3,741,0,10.97,20.92,2.29,33.02,43.98,8.99
Talcher,29-04-2023,5,974.66,0,16.45,46.49,15.26,156.6,171.41,27.36
Talcher,30-04-2023,2,574.11,0.01,9.42,8.14,1.42,22.04,28.51,11.27
Talcher,01-05-2023,3,680.92,0.01,7.2,6.44,0.92,45.63,52.79,5.89
Talcher,02-05-2023,5,627.52,0,5.18,77.25,2.89,115.9,125.24,2.79
Talcher,03-05-2023,2,460.62,0,13.71,32.9,26.94,18.34,19.84,1.12
Talcher,04-05-2023,2,620.84,0,11.31,17.7,9.54,22.14,25.2,2.41
Talcher,05-05-2023,1,433.92,0,8.4,14.84,7.45,8.6,12.56,1.87
Talcher,06-05-2023,5,647.54,0,6.08,30.76,3.52,94.63,101.19,2.18
Talcher,07-05-2023,3,707.63,0,4.24,39.7,1.04,46.31,50.78,3.51
Talcher,08-05-2023,5,687.6,0,5.27,52.21,3.4,87.14,93.95,6.65
Talcher,09-05-2023,5,761.03,0,6.43,41.13,1.59,108.71,117.31,8.36
Talcher,10-05-2023,5,974.66,0,8.65,24.32,1.52,94.65,105.99,6.33
Talcher,11-05-2023,3,433.92,0,3.64,32.19,1.56,26.34,33.58,3.23
Talcher,12-05-2023,3,473.98,0,5.27,26.82,1.53,36.35,46.09,3.29
Talcher,13-05-2023,1,337.12,0.03,8.65,8.4,5.84,7.92,13.82,2.6
Talcher,14-05-2023,1,403.88,0.09,7.45,6.79,1.53,9.11,15.43,6.33
Talcher,15-05-2023,5,660.9,0,8.57,47.92,7.87,89.54,104.53,26.35
Talcher,16-05-2023,4,427.25,0,4.24,71.53,2.95,53.57,81.85,2.09
Talcher,17-05-2023,3,337.12,0,6,52.93,5.36,40.65,74.76,1.47
Talcher,18-05-2023,3,357.15,0,3.3,52.21,1.15,42.42,65.76,1.76
Talcher,19-05-2023,3,520.71,0,6.17,25.39,1.79,39.42,53.26,5.26
Talcher,20-05-2023,4,514.03,0,6.08,44.35,2.59,55.47,68.96,2.31
Talcher,21-05-2023,3,383.85,0,3.68,69.38,3.43,36.17,53.27,2.28
Talcher,22-05-2023,4,487.33,0,4.33,42.92,1.21,57.64,75.4,2.37
Talcher,23-05-2023,3,363.83,0,2.57,59.37,2.44,29.9,37.12,6.33
Talcher,24-05-2023,3,373.84,0,4.16,52.21,4.17,25.72,38.01,8.11
Talcher,25-05-2023,3,520.71,0,7.11,25.39,4.17,35.44,48.13,9.25
Thiruvananthapuram,30-11-2020,3,423.91,0.35,3.94,105.86,5.48,20.59,22.59,1.25
Thiruvananthapuram,01-12-2020,5,1415.25,27.49,25.71,0,11.56,95.04,126.07,14.31
Thiruvananthapuram,02-12-2020,5,961.3,3.86,25.71,0.56,3.87,74.73,99.9,2.34
Thiruvananthapuram,03-12-2020,5,1708.98,21.46,62.38,0.01,20.27,120.09,143.05,24.57
Thiruvananthapuram,04-12-2020,4,453.95,0,5.23,60.8,2.59,41.1,42.99,0.44
Thiruvananthapuram,05-12-2020,5,1789.09,50.96,37.01,0,14.19,119.9,143.9,12.54
Thiruvananthapuram,06-12-2020,4,634.19,0,8.65,27.54,3.76,28.35,31.7,1.33
Thiruvananthapuram,07-12-2020,5,974.66,1.44,25.02,5.28,5.01,55.67,67.67,2.82
Thiruvananthapuram,08-12-2020,5,881.2,2.26,15.08,0.91,4.11,61.36,79.11,4.5
Thiruvananthapuram,09-12-2020,4,1054.76,25.93,12.51,0,9.42,48.71,71.93,14.31
Thiruvananthapuram,10-12-2020,5,694.28,2.79,14.05,1.45,2.65,54.82,68.53,2.66
Thiruvananthapuram,11-12-2020,5,741.01,2.85,16.79,1.25,3.37,74.09,90.04,3.26
Thiruvananthapuram,12-12-2020,5,1482.01,45.15,24.33,0,11.56,118.52,149.28,15.2
Thiruvananthapuram,13-12-2020,5,961.3,8.05,19.88,0.28,3.55,117.39,139.48,3.83
Thiruvananthapuram,14-12-2020,5,694.28,0.04,13.02,23.25,3.61,87.23,94.04,2.25
Thiruvananthapuram,15-12-2020,5,1295.09,26.82,17.82,0,7.03,124.45,154.55,8.74
Thiruvananthapuram,16-12-2020,5,1121.52,12.18,29.47,0.08,5.84,100.9,122.63,3.86
Thiruvananthapuram,17-12-2020,5,1134.87,24.14,15.42,0,6.97,97.95,113.81,9.37
Thiruvananthapuram,18-12-2020,5,1628.88,16.09,32.22,0.02,10.49,131.66,142.44,9.25
Thiruvananthapuram,19-12-2020,5,2189.64,52.75,55.52,0,23.84,123.78,148.63,21.53
Thiruvananthapuram,20-12-2020,5,1041.41,17.43,21.42,0.03,4.29,81.3,101.66,4.05
Thiruvananthapuram,21-12-2020,5,761.03,0.59,25.36,6.8,5.01,58.14,74.22,4.75
Thiruvananthapuram,22-12-2020,5,1815.8,38,34.96,0,12.88,136.16,175.82,10.39
Thiruvananthapuram,23-12-2020,4,687.6,7.1,13.37,0.18,3.93,39.32,49.46,2.63
Thiruvananthapuram,24-12-2020,5,867.84,8.27,25.36,0.16,6.91,79.32,99.19,8.23
Thiruvananthapuram,25-12-2020,5,754.36,0.69,20.91,5.54,3.01,69.98,88.34,1.76
Thiruvananthapuram,26-12-2020,5,1081.47,26.6,16.45,0,3.4,88.16,114.53,3.04
Thiruvananthapuram,27-12-2020,5,634.19,2.07,17.31,3.04,2.98,69.29,87.68,4.43
Thiruvananthapuram,28-12-2020,5,827.79,3.07,24.33,1.3,3.19,99.37,122.59,2.57
Thiruvananthapuram,29-12-2020,5,1321.79,28.16,21.94,0,6.8,119.52,148.24,6.59
Thiruvananthapuram,30-12-2020,5,1081.47,4.64,33.24,0.53,5.66,96.24,113.74,3.23
Thiruvananthapuram,31-12-2020,4,674.25,0.01,19.02,27.9,4.23,48.86,57.77,2.22
Thiruvananthapuram,01-01-2021,4,781.06,8.38,16.62,0.08,3.55,42.9,55.92,3.17
Thiruvananthapuram,02-01-2021,4,403.88,0,6.77,65.09,3.7,40.18,50,1.82
Thiruvananthapuram,03-01-2021,5,1094.82,12.18,42.84,0.03,14.42,64.22,93.83,23.31
Thiruvananthapuram,04-01-2021,4,974.66,14.98,26.73,0.01,10.37,41.6,60.56,17.48
Thiruvananthapuram,05-01-2021,4,687.6,0.82,11.82,3,2.38,33.48,42.74,1.47
Thiruvananthapuram,06-01-2021,5,1014.71,6.26,26.73,0.14,7.99,55.7,68.55,5.83
Thiruvananthapuram,07-01-2021,4,747.68,1.96,13.37,1.35,2.98,33.77,38.48,1.55
Thiruvananthapuram,08-01-2021,4,667.57,0.59,12.68,5.9,2.92,30.1,37.99,2.22
Thiruvananthapuram,09-01-2021,5,1228.33,20.56,29.13,0,6.91,77.1,87.56,5.13
Thiruvananthapuram,10-01-2021,4,807.76,7.26,12.17,0.07,3.07,41.99,51.12,2.88
Thiruvananthapuram,11-01-2021,4,807.76,18.11,7.2,0.01,2.92,36.34,48.13,3.01
Thiruvananthapuram,12-01-2021,4,580.79,0.03,9.94,9.03,4.35,37.68,43.2,0.95
Thiruvananthapuram,13-01-2021,4,1068.12,40.68,11.48,0,4.53,49.4,60.82,2.47
Thiruvananthapuram,14-01-2021,5,1161.58,27.05,7.37,0,3.99,65.59,73.92,3.26
Thiruvananthapuram,15-01-2021,5,1642.23,45.15,21.42,0,10.49,109.13,144.85,10.89
Thiruvananthapuram,16-01-2021,4,754.36,6.71,12.51,0.21,2.47,35.54,46.7,1.58
Thiruvananthapuram,17-01-2021,5,1161.58,31.29,10.97,0,5.78,78.29,98.18,8.99
Thiruvananthapuram,18-01-2021,5,1121.52,24.14,19.88,0,9.78,77.71,103.74,16.21
Thiruvananthapuram,19-01-2021,5,821.11,13.08,18.85,0.13,4.05,78.22,103.68,4.88
Thiruvananthapuram,20-01-2021,5,1281.74,7.15,30.85,0.41,5.66,107.86,134.15,3.17
Thiruvananthapuram,21-01-2021,5,1014.71,0.92,27.42,3.49,5.72,107.39,132.31,2.98
Thiruvananthapuram,22-01-2021,5,1522.06,29.5,40.78,0,18.36,116.29,133.26,25.59
Thiruvananthapuram,23-01-2021,5,694.28,0.46,12.51,6.17,2.06,67.66,76.69,1.55
Thiruvananthapuram,24-01-2021,5,687.6,0.84,15.25,3.58,3.25,60.66,72.76,4.18
Thiruvananthapuram,25-01-2021,5,794.41,6.99,14.57,0.24,2.12,65.02,81.91,1.73
Thiruvananthapuram,26-01-2021,5,1108.17,14.75,31.53,0.05,9.54,65.91,103.93,12.41
Thiruvananthapuram,27-01-2021,5,787.74,9.39,15.77,0.22,2.92,51.45,75.74,2.85
Thiruvananthapuram,28-01-2021,5,480.65,0.89,12.85,9.74,3.16,67.97,86.79,3.48
Thiruvananthapuram,29-01-2021,5,988.01,12.41,25.36,0.09,4.11,91.38,120.46,4.88
Thiruvananthapuram,30-01-2021,5,867.84,0.19,28.1,8.67,5.01,81.18,110.41,3.52
Thiruvananthapuram,31-01-2021,5,720.98,0,17.14,27.9,4.59,82.53,96.49,2.03
Thiruvananthapuram,01-02-2021,5,594.14,0,15.08,27.18,3.67,70.23,79.7,1.95
Thiruvananthapuram,02-02-2021,5,1188.28,16.54,27.42,0.02,6.2,77.83,111.46,5.64
Thiruvananthapuram,03-02-2021,5,834.47,0.31,32.9,10.19,6.2,57.41,82.67,5.83
Thiruvananthapuram,04-02-2021,5,640.87,0,19.71,37.91,6.08,71.25,92.98,5.7
Thiruvananthapuram,05-02-2021,5,580.79,0.02,20.39,26.82,3.79,64.36,91.92,5.19
Thiruvananthapuram,06-02-2021,5,527.38,0,11.48,80.11,7.75,85.16,103.56,2.76
Thiruvananthapuram,07-02-2021,5,600.82,0.04,18.85,17.52,3.22,92.43,114.83,2.6
Thiruvananthapuram,08-02-2021,5,834.47,3.38,26.73,1.02,3.34,100.35,126.2,3.55
Thiruvananthapuram,09-02-2021,5,1134.87,2.63,41.81,2.41,6.08,96.33,124.72,9.12
Thiruvananthapuram,10-02-2021,5,540.73,0,14.4,66.52,6.2,63.63,81.49,4.37
Thiruvananthapuram,11-02-2021,5,921.25,7.94,29.82,0.46,4.11,83.25,111.25,6.97
Thiruvananthapuram,12-02-2021,5,534.06,0,17.48,48.64,5.72,53.9,71.66,5
Thiruvananthapuram,13-02-2021,5,614.17,0,17.82,41.13,4.23,65.13,84.41,3.74
Thiruvananthapuram,14-02-2021,5,774.38,0.95,26.73,4.78,3.25,75.53,96.44,4.12
Thiruvananthapuram,15-02-2021,4,534.06,0,16.11,49.35,5.96,43.57,57.71,2.82
Thiruvananthapuram,16-02-2021,5,607.49,0,16.62,67.95,8.82,63.25,78.51,3.14
Thiruvananthapuram,17-02-2021,5,1348.5,21.01,27.08,0.01,10.13,112.95,138.18,11.02
Thiruvananthapuram,18-02-2021,5,580.79,0,15.42,36.48,5.9,60.18,67.98,1.44
Thiruvananthapuram,19-02-2021,5,607.49,0.04,14.91,16.45,3.7,58.66,67.22,1.41
Thiruvananthapuram,20-02-2021,5,634.19,0,18.17,37.91,8.46,61.87,69.78,2.19
Thiruvananthapuram,21-02-2021,5,687.6,0,16.28,32.19,5.07,61.51,70.09,1.69
Thiruvananthapuram,22-02-2021,4,640.87,0,13.88,39.34,5.6,38.21,47.16,2.38
Thiruvananthapuram,23-02-2021,5,767.71,0,16.62,60.08,11.21,52.02,60.95,3.33
Thiruvananthapuram,24-02-2021,4,687.6,0,13.71,60.08,7.45,41.4,49.15,2.63
Thiruvananthapuram,25-02-2021,4,627.52,0,11.48,78.68,6.91,46.39,55.86,1.98
Thiruvananthapuram,26-02-2021,5,787.74,0.09,19.54,15.02,4.41,55.08,67.79,3.71
Thiruvananthapuram,27-02-2021,5,841.14,0.14,23.31,13.41,7.21,57.62,67.98,2.06
Thiruvananthapuram,28-02-2021,5,1068.12,0.95,30.5,4.16,6.62,90.9,105.14,4.88
Thiruvananthapuram,01-03-2021,4,547.41,0.02,12.17,19.85,3.49,36.95,49.5,1.58
Thiruvananthapuram,02-03-2021,4,594.14,0,15.59,25.39,4.53,42.13,55.24,2.28
Thiruvananthapuram,03-03-2021,5,547.41,0,11.82,47.21,4.65,58.58,72.87,1.82
Thiruvananthapuram,04-03-2021,5,507.36,0.01,14.91,27.54,3.87,59.03,75.37,2.34
Thiruvananthapuram,05-03-2021,4,447.27,0,11.48,37.55,4.05,45.73,59.49,3.29
Thiruvananthapuram,06-03-2021,5,640.87,0,20.39,30.76,6.68,58.09,77.1,3.48
Thiruvananthapuram,07-03-2021,4,377.18,0,7.71,57.22,4.65,44.19,52.33,1.82
Thiruvananthapuram,08-03-2021,5,534.06,0,14.57,49.35,7.15,56.68,68.04,3.33
Thiruvananthapuram,09-03-2021,4,627.52,0.94,18.34,3.13,3.04,35.04,48.41,2.28
Thiruvananthapuram,10-03-2021,4,507.36,0.1,13.71,11.36,3.93,30.71,43.21,3.23
Thiruvananthapuram,11-03-2021,4,520.71,0.03,12.17,15.74,3.73,28.68,36.7,1.17
Thiruvananthapuram,12-03-2021,5,947.95,5.59,21.59,0.36,3.93,78.94,98.94,4.31
Thiruvananthapuram,13-03-2021,4,600.82,0.54,17.99,6.08,4.05,31.01,46.52,1.82
Thiruvananthapuram,14-03-2021,4,487.33,0,12.85,25.39,2.74,28.17,38.78,2.82
Thiruvananthapuram,15-03-2021,2,390.53,0,7.71,30.76,3.16,18.91,27.46,1.58
Thiruvananthapuram,16-03-2021,4,520.71,0,9.17,69.38,6.32,35.3,47.99,2.15
Thiruvananthapuram,17-03-2021,4,647.54,0,17.99,34.69,5.07,47.65,63.15,2.44
Thiruvananthapuram,18-03-2021,4,634.19,0.07,18.34,16.45,3.93,48.94,67.63,2.28
Thiruvananthapuram,19-03-2021,4,540.73,0,12.85,50.07,8.46,44.65,55.66,2.25
Thiruvananthapuram,20-03-2021,4,567.44,0,15.77,33.26,7.57,36.91,44.02,2.44
Thiruvananthapuram,21-03-2021,5,1108.17,15.42,42.16,0.02,14.9,53.82,71.66,22.29
Thiruvananthapuram,22-03-2021,4,680.92,5.36,22.28,0.44,5.42,37.79,50.24,7.85
Thiruvananthapuram,23-03-2021,5,841.14,1.51,20.39,1.23,3.82,54.75,71.91,2.76
Thiruvananthapuram,24-03-2021,4,647.54,0.04,16.11,10.46,3.82,42.96,55.95,1.44
Thiruvananthapuram,25-03-2021,5,534.06,0,13.02,27.54,5.78,62.62,76.09,1.3
Thiruvananthapuram,26-03-2021,5,627.52,0.01,13.54,15.56,3.64,51.65,62.77,1.25
Thiruvananthapuram,27-03-2021,5,867.84,1.22,25.36,1.83,4.05,65.21,81.28,2.22
Thiruvananthapuram,28-03-2021,3,500.68,0,8.31,26.11,3.93,23.84,26.84,1.39
Thiruvananthapuram,29-03-2021,4,714.3,4.58,13.02,0.14,2.41,30.11,41.76,1.93
Thiruvananthapuram,30-03-2021,1,527.38,1.48,9.68,2.71,2.86,9.63,13.94,1.17
Thiruvananthapuram,31-03-2021,2,460.63,0,8.82,35.76,5.42,10.15,14.75,1.68
Thiruvananthapuram,01-04-2021,1,420.57,0,8.23,31.11,5.78,7.44,10.91,1.14
Thiruvananthapuram,02-04-2021,3,320.44,0,6.43,37.55,2.98,22.89,28.52,0.65
Thiruvananthapuram,03-04-2021,4,353.81,0,9.25,46.49,5.07,37.53,60.03,1.92
Thiruvananthapuram,04-04-2021,4,290.39,0,6.08,50.07,4.35,48.92,97.48,1.38
Thiruvananthapuram,05-04-2021,4,283.72,0,5.74,55.79,4.23,48.97,90.8,1.46
Thiruvananthapuram,06-04-2021,5,440.6,0,12.34,38.27,8.11,55.41,97.96,1.9
Thiruvananthapuram,07-04-2021,5,1228.33,19.45,23.31,0.01,5.31,102.85,144.82,5.26
Thiruvananthapuram,08-04-2021,4,594.14,3.69,16.62,0.39,3.37,45.02,59.41,1.71
Thiruvananthapuram,09-04-2021,3,427.25,0.05,15.08,18.77,5.48,24.83,30.21,1.87
Thiruvananthapuram,10-04-2021,4,761.03,7.94,17.99,0.2,4.47,36.35,47.32,3.07
Thiruvananthapuram,11-04-2021,4,814.44,13.75,21.08,0.03,6.68,45.5,60.53,11.02
Thiruvananthapuram,12-04-2021,5,934.6,12.29,39.41,0.05,12.52,56.87,71.8,22.04
Thiruvananthapuram,13-04-2021,5,1308.44,6.31,56.21,0.39,15.97,136.53,148.94,16.97
Thiruvananthapuram,14-04-2021,5,1001.36,18.77,16.97,0,6.62,65.2,79.98,9.25
Thiruvananthapuram,15-04-2021,5,1188.28,32.19,25.36,0,6.32,62.82,77.89,4.62
Thiruvananthapuram,16-04-2021,4,654.22,4.97,14.57,0.16,4.77,32.43,40.39,2.53
Thiruvananthapuram,17-04-2021,4,814.44,11.96,22.28,0.07,9.66,39.12,50.47,7.79
Thiruvananthapuram,18-04-2021,2,407.22,0.16,9.77,8.67,2.95,15.78,19.74,1.3
Thiruvananthapuram,19-04-2021,2,387.19,0,8.14,20.92,4.35,14.61,16.81,0.85
Thiruvananthapuram,20-04-2021,2,473.98,0.02,10.88,19.67,4.71,16.51,21.85,1.28
Thiruvananthapuram,21-04-2021,4,600.82,0.03,14.91,12.34,6.08,26.66,35.55,1.28
Thiruvananthapuram,22-04-2021,4,554.09,0.3,14.57,9.03,4.77,26.6,36.81,1.87
Thiruvananthapuram,23-04-2021,3,473.98,0.03,12.51,15.91,5.48,22.66,27.25,1.3
Thiruvananthapuram,24-04-2021,3,417.23,0.01,9.77,23.6,3.73,22.06,27.74,1.03
Thiruvananthapuram,25-04-2021,4,567.44,0.08,12.85,11.09,3.43,38.07,48.35,1.54
Thiruvananthapuram,26-04-2021,4,487.33,0.15,13.54,9.84,4.47,26.23,34.76,1.76
Thiruvananthapuram,27-04-2021,5,847.82,3.63,23.31,2.12,5.66,55.71,69.71,2.28
Thiruvananthapuram,28-04-2021,5,1161.58,23.02,40.1,0.01,13.95,62.15,85.08,17.73
Thiruvananthapuram,29-04-2021,2,500.68,0.5,20.22,10.37,6.86,18.89,26.02,1.69
Thiruvananthapuram,30-04-2021,2,403.88,0,10.8,26.11,6.91,18.72,22.4,1.2
Thiruvananthapuram,01-05-2021,4,774.38,0.94,24.33,7.78,4.17,45.69,56.67,1.81
Thiruvananthapuram,02-05-2021,5,1321.79,44.26,28.45,0,14.54,65.2,83.87,23.81
Thiruvananthapuram,03-05-2021,4,560.76,0.07,14.91,10.91,3.49,35.57,39.83,2.28
Thiruvananthapuram,04-05-2021,4,1014.71,24.59,17.14,0,8.11,47.66,60.26,4.81
Thiruvananthapuram,05-05-2021,5,1121.52,38.89,10.37,0,5.48,58.67,74.29,5.76
Thiruvananthapuram,06-05-2021,5,867.84,9.72,14.05,0.05,3.25,53.28,64.01,3.52
Thiruvananthapuram,07-05-2021,4,627.52,0.23,17.82,6.8,4.47,29.93,40.5,3.01
Thiruvananthapuram,08-05-2021,5,1094.82,33.53,15.42,0,5.96,51.46,59.09,6.08
Thiruvananthapuram,09-05-2021,4,841.14,7.71,17.65,0.31,3.64,48.89,60.01,2.82
Thiruvananthapuram,10-05-2021,4,627.52,0.68,10.97,2.77,2.15,26.79,31.63,1.88
Thiruvananthapuram,11-05-2021,5,1375.2,55.43,8.48,0,7.39,59.01,78.39,7.09
Thiruvananthapuram,12-05-2021,2,527.38,11.62,11.31,0.06,6.5,13.25,17.34,1.38
Thiruvananthapuram,13-05-2021,2,403.88,4.58,8.82,0.1,3.61,11.71,17.09,1.09
Thiruvananthapuram,14-05-2021,1,413.9,0.57,12.17,4.83,3.79,8.82,11.69,1.25
